-9.813782734553694320e-02,3.892116478533550611e-02,-8.807206479081733375e-02,1.737125764187301691e-01,3.067390586755621706e-01,-6.592150276372893414e-02,-2.398187694706118978e-01,-4.281914782659770879e-01,-1.849682838421387032e-01,-3.104634398535959794e-01,-1.803099065568171677e-01,2.915560794419234936e-02,2.427815777810464759e-01,-4.242394001280484495e-01,-4.731316957555987690e-01,1.490687575716180546e-01,3.544589127428683650e-02,-2.721651854053885322e-01,-2.241793424475987118e-01,-4.219250886888727958e-01,3.395319893026012004e-01,-4.479423603785903651e-02,1.903854590826473125e-01,-2.868760922035951469e-02,-9.491223874111079373e-02,9.304690433102738578e-02,-9.612359141703165355e-02,3.302122970616315767e-01,-3.894495278515930914e-01,-1.469504564727036611e-01,-1.908547663945581174e-01,-2.016803429866845937e-02,-5.685492445054782934e-02,-3.684025112815080272e-01,-2.748689765255983297e-01,-4.205472613812855087e-01,-5.129161624887451643e-01,9.254546518171831437e-02,6.671792513174165662e-02,-3.263478799483232606e-01
5.712392043007758109e-03,4.216932363160350375e-03,5.572288685055088939e-03,3.575389659853875964e-03,5.182002436421473401e-03,3.863048535719778437e-03,6.785978071496876797e-03,3.398606803741549640e-03,7.049526316998711321e-04,7.464900006656643126e-03,6.523506123924954596e-03,8.032947335921537466e-03,9.480741775979122099e-03,3.609408364879422831e-03,5.693290642074545597e-03,4.224722590907076074e-03,2.107981081030038239e-03,9.291409853470114499e-03,5.670449521835211476e-03,2.188906149408884581e-03,4.586260744364221292e-03,8.031348863889883893e-03,7.858177781549955873e-03,3.974982567718571107e-03,4.464968838511240734e-04,7.924065491123953239e-03,4.593287407788074726e-03,6.227481362291001007e-03,6.343315763789765353e-03,2.056150853059008927e-03,1.859686050969728806e-03,4.965262670996528974e-03,9.603187614890240295e-03,3.392211706651614405e-03,5.377491972605689431e-03,1.076686228358258963e-04,4.134689254098255877e-03,2.169176890787616449e-04,7.872268791616635064e-03,7.110243748725353450e-04
1.504821331731864950e-04,4.569363345677617504e-03,9.576918850461212107e-03,4.523792938682324148e-03,5.061453110953058852e-03,3.606653918969588823e-03,4.135855728664518394e-03,7.303114826134771143e-03,9.956192211648097479e-03,3.021205550114351972e-03,4.737235305810644399e-03,1.368374842102346731e-03,1.934848572394446374e-03,4.512541208972407208e-03,4.959228273351964748e-03,6.984622476115829280e-03,4.494141646051749532e-03,7.201998830989941392e-04,3.883816956064700828e-04,2.747057267117289023e-03,7.036052313493193315e-03,7.918264553441394654e-03,3.481106361588025451e-03,5.571812324202848367e-03,5.224466064524090590e-03,1.256912904984485140e-03,3.563887341230630515e-03,4.968787392612872451e-04,6.325804170741074033e-03,5.280275060325602225e-03,7.650254991856641736e-04,5.181211687301024056e-03,2.169043771952352574e-03,4.524396732547014341e-03,4.413271999322109299e-03,9.842770372447096853e-04,2.388533034378839161e-03,6.322425148594311775e-03,3.685119686302213999e-03,6.779980328465018543e-04
6.483027102637357528e-03,9.588544440029928353e-03,4.116167882440131820e-03,7.259083104437458406e-04,9.258931603802422966e-04,8.242629317251581574e-04,3.276175023645353564e-03,8.952034173510030335e-03,5.923013425222967056e-04,9.442818860310526335e-03,5.182514791414293519e-03,3.316280385017454993e-03,9.930902752328161706e-03,2.535450108282789709e-03,1.666987295260645777e-03,9.309609239911770945e-03,7.176653625823090250e-03,5.802056894085701189e-03,2.489925157473593881e-04,7.027241203947562007e-03,1.040574471411952499e-03,2.476815274734472851e-03,6.694680654195155241e-03,6.356457828295347494e-03,6.736793886243466235e-03,3.804697346063921123e-03,5.343452230822935689e-03,2.623302528870269292e-03,7.498715827995978619e-03,6.310216157291126740e-03,9.295359367332327316e-03,9.625338392892597572e-03,4.636375490413327874e-03,2.686506385275923975e-03,3.922301815351242685e-03,9.281898787946539844e-03,6.159314269563670799e-03,5.841825194541294891e-04,8.619554832401749717e-03,4.015500068818802192e-03
1.129180773841914620e-03,3.510392325344968505e-04,2.740821371215982488e-03,1.927373935849843170e-03,8.209715091323021435e-03,2.973989514172322574e-03,5.776931104968031569e-03,1.053922675168715746e-03,7.031971980745658005e-03,8.144581546460073068e-03,4.351032285805158523e-03,1.895769685950481368e-03,2.635348243410410348e-03,9.606244589183939378e-03,7.417623122526282448e-03,4.938371304825129107e-03,8.854797150511708320e-03,4.315690671664662754e-03,6.596074857873518264e-03,4.236741807111876930e-03,9.826544710942308053e-03,3.249624340369849929e-03,1.326404000998862012e-03,8.193400061109324187e-03,3.113751468036763965e-03,1.135901845015851948e-04,7.525613058387589475e-03,7.280304167308121813e-03,6.131638073675815467e-04,9.979092247064938123e-03,3.503799581669786271e-03,1.749992852459812936e-03,7.515345062318037547e-03,6.037610851729291808e-03,9.575217275663690242e-03,4.741825515148465411e-03,7.671848635471473395e-03,9.392088875424784572e-03,9.542659005950202347e-03,6.355395743858217872e-03
1.265274068966336591e-03,2.646481782802644327e-03,6.433278211904620326e-03,9.346676245913709477e-03,6.700393680834936840e-04,2.427121129202675000e-03,3.030571445239775737e-03,9.344084706255813277e-03,2.064686177049136675e-03,5.748687244816681405e-03,8.642145868740871290e-03,3.071627368676230554e-03,5.907125768533376745e-03,2.553035773308874774e-03,8.084066232879836070e-03,1.953268797293287139e-03,3.287842362831960678e-03,8.092542986431430774e-03,9.260174475712769013e-03,7.436119249933794730e-03,6.225355696246021031e-03,1.409887080314211521e-03,8.703600675042747967e-03,5.595928341221721031e-03,3.938491021239004172e-03,8.544223755409651594e-03,5.751341944727004184e-03,7.767165185995929082e-03,3.548624186781608198e-03,8.620327898609973435e-03,1.896127183558778909e-03,8.323962992805604075e-03,1.029873457884558120e-03,4.481193099311263708e-03,9.300905152557511699e-03,4.891060457882245600e-04,8.917531428226843550e-04,9.909241963326648542e-03,1.886405035065184983e-03,4.759606543898596727e-03
7.443688848962118874e-03,7.708292119994760924e-03,2.899745399492825552e-03,6.826054618620233834e-03,4.375361113364183846e-03,8.530444514768253939e-04,9.712713942801692174e-03,5.266706291113262307e-03,8.772950432180315686e-03,6.095836709581585640e-03,6.509509385735827956e-03,4.697344253710762467e-03,2.143858959701314734e-03,2.926748993885550532e-03,5.575847830819257236e-03,4.811103231322447042e-03,5.687975403142917115e-03,3.079297822640040226e-03,9.274218860774081225e-03,1.132618132503643207e-03,6.789518086332557451e-04,9.372238298422153058e-03,5.697011992487687609e-03,6.615319145383467998e-03,4.241242264831322772e-03,8.022453801035727902e-03,7.215309765304441826e-03,1.819977667552921110e-03,4.887819997353040277e-03,9.703590720249887945e-04,8.525511203851516770e-03,7.030281066307497674e-04,5.502734462818471492e-03,6.549884477199962880e-04,3.807901823058619344e-03,4.322686864916950623e-03,4.695748597301279206e-03,3.094715740340002897e-03,9.852153902698753199e-03,4.623724323879112828e-03
1.735054485613600744e-03,3.955837355835470706e-03,6.431983928815789529e-03,8.496171048717596208e-03,5.464621517010798991e-03,6.319659210805212736e-03,4.197523056116492300e-04,9.458432321852602853e-03,2.584610285045751965e-03,8.731482115608514560e-03,4.336260606333344411e-03,7.784618152613801030e-03,6.955866836717884000e-03,9.290955024848210342e-03,5.225462825235172026e-04,7.823019960893769567e-03,7.382581373636414382e-03,4.660788020860256141e-03,2.437317166961641170e-03,6.096227884396145796e-03,6.155138772696428645e-03,5.301181508884126106e-03,9.527822483754489619e-03,4.321298569484599561e-05,9.721950202630341362e-03,8.950633507337804953e-03,3.346363211650257418e-03,6.925130031723469165e-03,8.318917566995220197e-03,4.829433257585335169e-03,9.188103008206605299e-05,2.125714584416696796e-03,5.763179368425527284e-03,5.101406675630576829e-03,8.731271986514809597e-03,4.425082282379033888e-04,5.317074389260767692e-04,9.284883678964753195e-03,6.412681431545498058e-03,8.913717926148798099e-03
9.321083488081848348e-03,1.907303365467385471e-03,6.870363131173333471e-03,2.353431062615742898e-03,6.809780167395311674e-03,4.296408309936172905e-03,1.780074450198170172e-03,7.217279574207994576e-03,2.927238991330453032e-03,3.774140563541505825e-04,6.040549575828974005e-03,7.929482533622661533e-03,2.778952852945296755e-03,1.809025562011882257e-03,4.858082375991410427e-03,9.190489653074777887e-03,3.437297666908068882e-03,3.460570070664351593e-03,3.924678696322844891e-03,4.564937934683338354e-03,1.587302878533363099e-03,1.451222641792079176e-03,9.264975917239648764e-03,5.009599962935684311e-03,4.259988097815858854e-03,3.352919356667549439e-04,9.037015807445269305e-03,5.469631953127609796e-03,8.224613858883773540e-03,8.666387662199169853e-03,9.586082264703896932e-03,7.524454919890170845e-03,6.098337038313794527e-03,4.960768772612910880e-04,4.876099325932986388e-03,1.219936341099544467e-03,1.202217119915687188e-03,1.164763046995179749e-03,2.195334898905859644e-03,9.952028520474297257e-03
2.609113216231200190e-03,3.245180473225778295e-03,1.511694490234104455e-03,8.539168999312370459e-03,1.311251236139178130e-03,7.883336176209792753e-03,8.201587639903829344e-03,8.199062249165440033e-03,9.290046678161264712e-03,9.483621754772878984e-03,1.841537935326137366e-03,7.160527968766809692e-03,1.859061160687683822e-03,2.719912569901639012e-03,2.658811901670006094e-03,7.883073409035913637e-03,2.607977553820963953e-03,2.113995824599637294e-03,8.851798568492750402e-03,4.898504094217114935e-04,6.542880984544101677e-03,8.656903893132965669e-03,6.190172826214991250e-03,9.113005595633579328e-03,3.306852128815191035e-03,5.053623494864390928e-03,1.870976951988453452e-03,6.125079235292445537e-03,4.229784055934441428e-03,1.321431396674671490e-03,1.451222140700989547e-03,6.341360670027965281e-03,3.738455467013439542e-03,7.674400440086492914e-03,1.351047271677997558e-03,9.813783079902702045e-03,4.378487292146877354e-03,6.337695672455918167e-03,7.798485855370402078e-03,7.254472417026733982e-03
